duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,is_zero_day
0,udp,http,S0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,2,0.08815617232792627,0.026096035631409928,0.0534750865167364,0.008386333627245647,0.8787539610007994,0.12124603899920061,0.029730024132517952,1,2,0.6434629170601678,0.3565370829398322,0.011656235526489478,0.004265682765817115,0.04118014759444888,0.013211937971268,0.007788240203867515,0.020698571915973726,dos,False
0,udp,http,SF,314,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.030849132377282668,0.09696976737805958,0.03653935716417513,0.016642916803821642,0.9927070896832568,0.007292910316743173,0.008624569624327671,2,1,0.8328970489569041,0.16710295104309592,0.003693836100654977,0.0020805940338603514,0.02074732544162157,0.010128464782528336,0.00042913215060869255,0.0031303447860801963,normal,False
0,icmp,ssh,SF,293,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.06675629907072138,0.013483896853058092,0.01931140459890554,0.008227225049549997,0.9950582327652435,0.004941767234756478,0.030916327122079448,2,2,0.9614669731168891,0.03853302688311089,0.0029509817671469077,0.010290672267552849,0.0013183282891386663,0.005309156983419149,0.02023997470642047,0.017141077535565225,normal,False
0,tcp,other,SF,323,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.06790441999067567,0.1739846045694958,0.14300466045821766,0.05145190909323209,0.8532029202335839,0.1467970797664161,0.0036975023975266332,1,3,0.8778862373862828,0.1221137626137172,0.016907962727088065,0.01998991840413378,0.022148805000772827,0.06725865681398914,0.015368515631312274,0.00476226906286865,normal,False
0,tcp,http,S0,96,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,4,0.25395199334162266,0.03547544664184206,0.06071298283958776,0.04541087860933682,0.8876150758183242,0.11238492418167578,0.021774222977961315,1,2,0.9485528026235193,0.051447197376480736,0.035885755894814346,0.019739651431035184,0.02351460512091252,0.06016583098780906,0.029780398017974195,0.02878279222568536,probe,False
2,tcp,smtp,SF,302,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.015724582859146397,0.0916339811894977,0.18810764774608982,0.1801768703396854,0.9422049246966951,0.057795075303304855,0.06514081825433284,2,3,0.8640468580121519,0.13595314198784814,0.018390151097628576,0.008452242223433586,0.0383936621652717,0.01714139953601258,0.0028034853876339797,0.014727444518752332,normal,False
1,tcp,other,SF,313,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.03454785165628765,0.008054975720741934,0.020371880270987013,0.01578829234304917,0.9377713026219969,0.06222869737800307,0.028694346067499002,1,1,0.9161973845642921,0.08380261543570788,0.004585163947869644,0.05471370474504802,0.015539498106857634,0.025495599629630616,0.024076455820804307,0.0009602874746754244,normal,False
0,udp,http,S0,30,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164,3,0.07457073253815115,0.0530754466247369,0.015850542850899426,0.024231186061388615,0.9646338211358663,0.035366178864133735,0.010202256528948064,1,1,0.9912452611453729,0.008754738854627075,0.010026501854264335,0.0016506646992625416,0.01824589670400652,0.046142975204193984,0.00810000215110248,0.0007321006410721854,dos,False
0,udp,dns,SF,286,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.011948486634416434,0.04173530270953554,0.004889833357139319,0.0353916127561515,0.9926005642587262,0.007399435741273774,0.010032681413122095,3,3,0.8344547916153947,0.1655452083846053,0.03128658512682326,0.0024588392972116633,0.024764748226013995,0.03360425606263552,0.052581862230782865,0.045973061278495486,normal,False
0,tcp,http,S0,22,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1335,3,0.0018929991605384387,0.038605792886868745,0.037175104304358324,0.05273502768101066,0.9561824085583044,0.043817591441695614,0.010668430663342613,2,2,0.9430844926117953,0.05691550738820472,0.01040144106628874,0.01449523903867083,0.036024839836785616,0.00742640111342531,0.054772003618704525,0.04368811170433082,dos,False
0,udp,http,SF,345,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.004112142687772554,0.07751323089195145,0.0641086007810104,0.0403944748315714,0.9224129385981175,0.07758706140188254,0.0021980256022566284,2,2,0.9782006106443188,0.021799389355681154,0.01992863138078509,0.020138322231028984,0.022107132181852424,0.03991547183045733,0.0068690833198019954,0.030106688295196006,normal,False
3,udp,ftp,SF,322,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.04734880962314436,0.05209634938131064,0.04187512112932033,0.06355247266903175,0.902057370140562,0.09794262985943802,0.0033791045085834015,2,1,0.9321193937738953,0.0678806062261047,0.024692526810502144,0.009720810934106256,0.11312980418580589,0.013373643324525336,0.018779301637326076,0.01900329659400503,normal,False
0,udp,ssh,SF,310,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.1184288370426962,0.035650990350529516,0.020331893065702843,0.007856146195279743,0.9867784877181631,0.013221512281836878,0.010447708672360351,1,1,0.9140912902465718,0.08590870975342824,0.011691595868930671,0.05579845878142783,0.014460715411467467,0.001673300224486456,0.0008023743295689689,0.017862667629144426,normal,False
0,tcp,smtp,SF,292,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.029087734920264494,0.01654040344091358,0.1765388875107436,0.020971658905895488,0.9192188100431931,0.08078118995680694,0.018668478404599242,2,1,0.8465811273140668,0.15341887268593324,0.00045970136155991414,0.03823662627850632,0.005775719921946712,0.03371501688978225,0.041522425004119796,0.019203639780628966,normal,False
0,udp,http,S0,18,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,973,3,0.007011347052217429,0.017604919955818008,0.09780235889646344,0.0005273057177223481,0.9721893490648007,0.0278106509351993,0.034060062867931604,2,2,0.9773716352895295,0.022628364710470472,0.007687978985315463,0.039366285975739046,0.00818665382956256,0.01467055898061374,0.01932548971664272,0.0020859221969083924,dos,False
0,tcp,other,S0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,1,0.056944156273632356,0.004952402948859641,0.12951610790946166,0.010333267032453323,0.8800392848895205,0.11996071511047945,0.005516305775880678,1,1,0.9649642209897257,0.035035779010274326,0.022466746792578048,0.028469162559019996,0.003992766083556892,0.004615820595599924,0.02456824190215189,0.017498279667340418,dos,False
1,tcp,other,SF,274,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.030231033490943495,0.0995922153708549,0.010074303535867263,0.04380699262772324,0.9944330087982064,0.005566991201793603,0.02539762374331177,3,4,0.9230689850366741,0.07693101496332588,0.0013802796363823957,0.008979751423400658,0.012578687725958897,0.015977850457717577,0.02759962272932339,0.003292846037182692,normal,False
0,tcp,ftp,SF,299,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.02116677500183917,0.13069836999387924,1.402348961805114e-05,0.12040776188892137,0.814451592935663,0.18554840706433695,0.09094787669062569,1,2,0.9337318982147597,0.06626810178524034,0.011658417566102407,0.033011104829201034,0.033657301660325746,0.01621980788696717,0.00392999448847763,0.0006575915878565098,normal,False
0,tcp,http,S0,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,654,2,0.011212928850563249,0.02722774009845185,0.055105940225841095,0.0084213019601005,0.8879350459828276,0.11206495401717242,0.021236003163844813,3,2,0.9647677422065762,0.03523225779342376,0.0073759172461380805,0.004064802433482051,0.012599666003360637,0.013281923071261272,0.006293880252610285,0.021553693310491964,dos,False
0,tcp,http,SF,274,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.009363577673204403,0.004972798551184795,0.004382261895219237,0.06082756665477255,0.942118595778111,0.05788140422188903,0.04109135042759432,2,3,0.9903954365961558,0.00960456340384419,0.018097060292404727,0.000965274757109304,0.014553465344388223,0.004478869824239418,0.010726412744350688,0.03441943855043277,normal,False
0,tcp,other,SF,51,104,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,13,1,0.005311815921275794,0.12867916240586455,0.022817619951546,0.030448470257649955,0.9057750157657414,0.09422498423425862,0.012006670972991289,2,5,0.9936508237090017,0.006349176290998293,0.005342282348650325,0.021201689930109853,0.009422287960932283,0.004542925612593633,0.011104133479095293,0.03031664971458578,r2l,False
0,udp,ssh,SF,277,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.014208900005521236,0.0687940221969757,0.01070407282599289,0.07596127001996911,0.8959958645051145,0.10400413549488552,0.0029412462431066314,2,2,0.9003034812080168,0.09969651879198316,0.014093221942990643,0.009701923769608828,0.02248608197494504,0.00915961772430276,0.044253389882740586,0.0011763852721434328,normal,False
1,tcp,ssh,SF,309,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.052969484572156084,0.0188881863306922,0.04360847662433609,0.015549048299972218,0.863912207732548,0.13608779226745205,0.006300946315839526,1,1,0.9651584865136646,0.03484151348633535,0.013916965722877093,0.04173545016008552,0.002994403985378819,0.01293892985466418,0.03556892994775127,0.003380357452738321,normal,False
1,tcp,ssh,SF,302,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.02692454827699111,0.22790391042804192,0.046805411558845246,0.027848323072912917,0.9630785199678538,0.03692148003214624,0.01297842657876827,1,1,0.8268534252874626,0.17314657471253736,0.01734553999706282,0.09247188586078735,0.009010899811186373,0.023165214671089153,0.014627293078178774,0.003543171206886162,normal,False
0,udp,other,S0,18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1503,3,0.03095247564014948,0.11278679230349165,0.05355918044451959,0.008598600664197046,0.8897104051997737,0.11028959480022626,0.0007835855925341515,2,1,0.7821826245098286,0.21781737549017144,0.028137585860904826,0.0012901709791406368,0.0243099267924029,0.059238626977166496,0.005191436513875815,0.08325958835487683,dos,False
0,udp,dns,SF,500,385,0,0,0,0,0,1,0,1,0,2,7,2,0,0,0,0,3,3,0.056482945390651365,0.03909527189834299,0.010403760154872236,0.0023184022798887157,0.9770116299118144,0.02298837008818555,0.015768510013745345,4,4,0.8969223229598147,0.10307767704018533,0.030448629619960522,0.08258108092737944,0.001707144456407748,0.025732900178868704,0.0069345695212730705,0.004119475471912404,u2r,False
1,tcp,other,SF,277,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.007458465031644993,0.12126666038035804,0.045637061677822464,0.0622994496133778,0.794914217461459,0.20508578253854104,0.031006415533397398,1,3,0.8517875045885003,0.14821249541149972,0.004179753734973835,0.03746123688549506,0.033839588234139746,0.024942824546437443,0.03399425523203975,0.020974414357788743,normal,False
0,tcp,http,SF,320,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.16161416366702783,0.0516686617092423,0.10556986726668538,0.03389091533549289,0.8569096998754366,0.14309030012456336,0.11687217702445535,1,3,0.7725019081310004,0.2274980918689996,0.003219596046136424,0.02851622221624684,0.049974171366093875,0.026679561758311557,0.0248962958687264,0.013428231918787382,normal,False
0,udp,http,S0,20,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1936,2,0.03724653204576977,0.019702687641979636,0.03778459974452195,0.20797096875393914,0.9607254011151141,0.039274598884885936,0.0052922601834602245,1,1,0.7637667059484244,0.23623329405157556,0.021886087815343166,0.001640063534264877,0.012360780711421236,0.017808053719568423,0.007789592392523548,0.04863313311789365,dos,False
2,tcp,eco_i,S0,101,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,3,0.005253656269081266,0.10183904430027997,0.034299158728829514,0.135290841384005,0.9564351466155298,0.04356485338447025,0.010111695724485184,1,2,0.9809340870598763,0.01906591294012372,0.0791481110717729,0.027038871323791278,0.04179617158831275,0.0025400582185115257,0.014958512817600595,0.01596683522471085,probe,False
0,tcp,http,SF,308,297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.09044876482543965,0.021178142500789286,0.010039325910717226,0.04878891955305664,0.9332749440441117,0.06672505595588829,0.004239271671543797,1,1,0.9275370969989823,0.07246290300101765,0.0101784609356852,0.008823924329279711,0.003625812058009566,0.029156483826335882,0.004938263122415391,0.004880952422484241,normal,False
4,udp,http,SF,125,44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,2,0.19200039193002963,0.036418027447131456,0.08345083128875912,0.08338769318478953,0.9935711984070819,0.006428801592918143,0.01545923690108431,3,1,0.9038899449291501,0.09611005507084991,0.01902095339036405,0.0045519719112636125,0.01799462236698486,0.01945429723481673,0.058533948062818864,0.03144851708575923,probe,False
0,tcp,smtp,SF,316,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.04049497526909398,0.07417757828752519,0.033474039500839305,0.04735179444654021,0.7458051550285698,0.2541948449714302,0.06450967515858659,5,1,0.961982135002135,0.03801786499786497,0.022925853132701974,0.011326034135898689,0.02080968791645722,0.01375713326432142,0.01389137079586884,0.0023565786731899727,normal,False
0,tcp,other,S0,23,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,751,3,0.005795824719061835,0.0017296646865120184,0.01318570798734017,0.008889153917621188,0.8991931621434243,0.10080683785657574,0.04855445658800346,4,2,0.9982010950521542,0.0017989049478458474,0.016377243283751206,0.013558365700408123,0.022793243660840252,0.012285282999298305,0.0167668793595924,0.00886288299631409,dos,False
0,tcp,other,RSTO,331,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.06687499230845272,0.0038713121047358945,0.054950734261278035,0.057634056438669236,0.9766317005015858,0.023368299498414236,0.0005122856018331533,2,4,0.8671520937841414,0.13284790621585862,0.003930268345254483,0.04502689201603585,0.01019079592663298,0.02056357330255635,0.00578659627374916,0.011221151308087407,normal,False
1,tcp,http,SF,307,323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.013879125941581829,0.0018441899345415956,0.0684537303637253,0.10272232122729617,0.9615848423397584,0.03841515766024162,0.005690875007687424,4,1,0.9292966094125756,0.07070339058742436,0.01325337586720146,0.02525796486991345,0.016783585607462105,0.015121128550897223,0.014817551363309726,0.02743118703552372,normal,False
0,tcp,http,S0,19,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1628,8,0.04784669346205416,0.049739957105294934,0.0694556581600473,0.005276395345542365,0.9785467946783699,0.021453205321630087,0.004470902680295199,3,1,0.8909836023466082,0.10901639765339177,0.005877728245292626,0.04109285025837553,0.0003272116629730296,0.026211583406282535,0.003120815004369585,0.006128707050451085,dos,False
0,tcp,other,S0,312,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.04640441971609156,0.00538358617985027,0.23241184724555844,0.025735300171112554,0.8694478673251025,0.13055213267489751,0.003010190168760979,1,2,0.8360743658233445,0.1639256341766555,0.0027669161099762233,0.004036792858579618,0.07639929307488708,0.015737551187552833,0.00898520454575915,0.001187587179605237,normal,False
0,udp,http,SF,330,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.010634456107766487,0.02373032905268847,0.04281092022082468,0.026451525232097962,0.7857877366911779,0.21421226330882215,0.06548042018991455,2,3,0.9863769107367687,0.013623089263231303,5.450596640608338e-05,0.04609663654396865,0.062415708006797514,0.016063499810565766,0.033193846778705335,0.010927766873535772,normal,False
2,tcp,http,SF,304,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0006906827877536872,0.02709819976592059,0.0015638062215030863,0.0013128466019660231,0.9422289149486943,0.05777108505130568,0.009234469140395716,3,4,0.9052651702393201,0.09473482976067993,0.004211529880447178,0.00420982617044372,0.010039343394954726,0.02224652102627232,0.016097511231559097,0.012506304477460489,normal,False
168192,tcp,malformed_proto,XX,3569301,19785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0.035864872782188015,0.06537721156044499,0.02056901933318633,0.022109637567661405,0.0,1.0,0.020618131872731205,1,3,0.7960873522349873,0.20391264776501272,0.0003655948645931417,0.02031040384262518,0.01699054414249221,0.03721888178050775,0.00015636519824370782,0.0014546993324563273,zero_day,True
0,tcp,other,SF,288,322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.051811606793158785,0.06198129673255526,0.012769475871459563,0.08032358871617015,0.7546676830691845,0.24533231693081547,0.033138478733558636,2,2,0.9969680714608927,0.003031928539107276,0.03997617199145278,0.01869412875729754,0.042361316043280715,0.007280534726681093,0.021444708534518495,0.026282614176867267,normal,False
0,icmp,http,S0,19,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,717,3,0.09535384084490184,0.02581110854341172,0.03089504189053075,0.007976809417313841,0.8359330935770791,0.16406690642292088,0.0166939206636777,3,3,0.9289151764257054,0.07108482357429458,0.017991260321667257,0.009404828070110298,0.015563799824998082,0.012494098080540311,0.011081380900054606,0.007070114897176057,dos,False
1,tcp,http,SF,306,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.006891149510312823,0.013754645329568558,0.04028110394223034,0.07613664312977987,0.8466477872011124,0.15335221279888755,0.00015547584930980114,2,1,0.8549184977508294,0.1450815022491706,0.024627665174449413,0.005239820809329064,0.02949309791691507,0.004306818556485136,0.03730843273966656,0.06752746027653111,normal,False
2,tcp,http,SF,297,299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0.037011396415478695,0.12164678046642974,0.028816877421594743,0.22954740172204782,0.9525023352250461,0.047497664774953874,0.030894750975498823,2,3,0.8259218742533446,0.17407812574665538,0.0020785247741954694,0.00102434969947345,0.016323737860394576,0.02116141719462085,0.02944493265228084,0.011688884496972982,normal,False
0,tcp,http,SF,303,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.01978354867534301,0.01926485223966928,0.05711481167903567,0.037148417435730684,0.9769942180902131,0.02300578190978686,0.002145450361626452,1,4,0.7645421124467457,0.23545788755325425,0.011314692713977129,0.007875735225756615,0.011601650644195145,0.027302333504122745,0.013336472623965425,0.011293928342975329,normal,False
1,udp,ssh,SF,334,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.05022436186859398,0.047285628824254175,0.11742363616903731,0.016491272896367447,0.8641392694992308,0.1358607305007692,0.017390198996535156,2,1,0.9843296018094256,0.015670398190574364,0.0018103214059474993,0.008635915590601936,0.006906531985240279,0.024368203277336287,0.016977336696598056,0.0004428971161352752,normal,False
0,tcp,http,SF,281,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0841216662341348,0.07538140539278065,0.007590865149555927,0.05718537133432303,0.9995033774636146,0.0004966225363853827,0.023252959071116134,1,1,0.8755717103552035,0.12442828964479646,0.050567448759056735,0.03087793748209962,0.14130461869640693,0.0028020781748091875,0.004459942923219975,0.007011260537314535,normal,False
0,tcp,finger,S0,87,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0.002183795396235492,0.09853091676621152,0.00023975264423745945,0.041217383844972734,0.9663318960330275,0.03366810396697251,2.1178062188121087e-06,2,1,0.8290466152063383,0.17095338479366173,0.04784770919822349,0.025122552684281166,0.010064986418408235,0.023209121510823216,0.0329165339309067,0.00209093053090741,probe,False
0,tcp,ftp,S0,53,81,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,17,4,0.0020490764634655545,0.0024567553384498646,0.0468720946102316,0.12297472193583686,0.9012971951089894,0.09870280489101058,0.030141812878977565,2,1,0.4562898559281813,0.5437101440718187,0.008139567227958012,0.02628316131036145,0.01057060804444812,0.003369016895297789,0.05186940940656312,0.00039965546515362743,r2l,False
0,icmp,http,RSTR,271,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.05233980751376596,0.025051951930910674,0.04301721579047333,0.12634948484116465,0.9888629415602934,0.011137058439706582,0.00599403376000986,1,1,0.6658050044377551,0.33419499556224486,0.003030519359566597,0.018408236889301564,0.00380102350831942,0.015561326211109412,0.015156653218062036,0.004626293739350452,normal,False
0,udp,http,S0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,6,0.09708510564386531,0.017066277098986605,0.0021366963054262698,0.008236212434515715,0.9405152868367558,0.05948471316324422,0.02099515651864248,1,1,0.9267644783992938,0.07323552160070623,0.06513494279117166,0.012084363682687277,0.011274800073752611,0.08625580900559424,0.05054559839122414,0.0010511292906757654,dos,False
0,tcp,smtp,SF,108,49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,4,0.03844881669893074,0.04887981187741662,0.031504214209105444,0.06445510535380271,0.8092088419211749,0.19079115807882507,0.05217206683506878,2,1,0.9805410051493102,0.019458994850689804,0.008307282787976947,0.016084821998958766,0.014278312456830138,0.025570379980711464,0.010584841043097442,0.024473517990907176,probe,False
0,tcp,other,SF,312,277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.009106789954151342,0.0010368260197451313,7.658262074382378e-05,0.0040805412023410354,0.9537429714042007,0.04625702859579928,0.020469698052136512,1,4,0.9738029026919889,0.02619709730801112,0.006082049239588169,0.0008239206079998675,0.03435707395669557,0.06973206746744097,0.024876618387876075,0.009267314601316435,normal,False
2,tcp,other,SF,289,274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.014629616031531543,0.029878194835056333,0.005064284841299475,0.036152006368805494,0.7493893662517634,0.25061063374823656,0.005936823818213394,1,3,0.9931120531019342,0.006887946898065822,0.02127232130057934,0.024381761811585315,0.018361441099198853,0.005684126410454707,0.019510025604999183,0.04400266418041265,normal,False
3,tcp,eco_i,SF,97,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,3,0.030547293840111178,0.11196142329605413,0.03711282742700965,0.04524616600155522,0.9179555287260474,0.08204447127395265,0.0012974121450661815,2,1,0.9006331500761378,0.09936684992386224,0.052679570020205846,0.0678921422397237,0.05038008549352703,0.005402845736328744,0.02385387752329475,0.0338336638696921,probe,False
184617,tcp,unknown_proto,XX,878053,115927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,3,0.10462162544021493,0.12393926699275018,0.017961317332612897,0.004002195305377273,0.0,1.0,0.03327130316168399,1,2,0.8059047143859069,0.19409528561409306,0.040092960487258064,0.01981915628440037,0.03307871791510471,0.016258808227632947,0.030632854021225675,0.06794634074165663,zero_day,True
1,tcp,ssh,SF,296,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.07457404676402395,0.02440051947875751,0.05893068493752276,0.004106641930031325,0.9769031643779879,0.023096835622012146,0.0008488793342206605,2,3,0.7503171332542679,0.24968286674573215,0.0009113698283515652,0.0026768829713204653,0.0039054001641611997,0.03914706351435188,0.02550037157577271,0.02148028673043155,normal,False
1,tcp,dns,SF,304,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.03664594141928772,0.12754503246685545,0.07580779014798437,0.06932732733500531,0.9775255233692265,0.02247447663077351,0.02945693459986503,2,1,0.9986431133214039,0.0013568866785961253,0.02392969542070171,0.006935795915817919,0.009802622103029623,0.03417422897622313,0.06903745190126494,0.0008546889118930736,normal,False
0,udp,http,SF,326,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.06294017274173132,0.15820001361885225,0.003970751264611377,0.14955670766784232,0.8080770537889177,0.1919229462110823,0.019707608462944823,2,1,0.970210988467758,0.029789011532242005,0.00689495830043352,0.08195543976876854,0.008406406629841724,0.036012430261066306,0.0266295479843497,0.016074088850512057,normal,False
1,tcp,ssh,SF,301,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.028276110703329756,0.03237471304767217,0.01754795452465026,0.016507719186194404,0.9894482491346266,0.01055175086537341,0.048986071925034076,5,1,0.9176477469574345,0.08235225304256555,0.0184265305696331,0.01626663552660681,0.008619964323030572,0.021588536862815026,0.019063583158418128,0.00454908706869449,normal,False
0,tcp,ftp,SF,346,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.002727895441689688,0.020331899090262315,0.013301253701068308,0.021263256937625354,0.9478798472169163,0.052120152783083684,0.055314946809517054,4,1,0.6723166525155418,0.32768334748445815,0.015802209952390744,0.023369014863100276,0.024225663498465767,0.04980116795342869,0.012183170135698264,0.0027542227248003957,normal,False
0,udp,other,SF,530,416,0,0,0,0,0,1,0,1,0,4,1,1,0,0,0,0,2,3,0.03341964802836988,0.023288243152205748,0.03661067176057703,0.0756504197192865,0.9445938825279436,0.05540611747205637,0.007287039443342443,3,1,0.8474477373174814,0.15255226268251865,0.049455453567098344,0.00332958308617879,0.02787820698790892,0.02649381568738244,0.014910138097371116,0.0210550734385664,u2r,False
0,tcp,other,SF,300,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.04419459597238248,0.0008429926509568894,0.06810562205562869,0.0019345645041138678,0.9091850601565274,0.09081493984347255,0.014844727394038063,2,2,0.9917637177081546,0.008236282291845365,0.016375212409186442,0.015280399251691269,0.04493937625041409,0.013429575967767471,0.002013451850928026,0.0015180397561466807,normal,False
1,tcp,http,SF,303,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00787454129413571,0.004804775304844208,0.010097576878627364,0.025975547175875482,0.9209373838947768,0.07906261610522325,0.040774161486131826,2,1,0.9212692526865108,0.07873074731348917,0.008913158573584802,0.01554870162642587,0.022805098929456334,0.013261911295161027,0.007449711506261755,0.0005399787347497066,normal,False
34519,tcp,weird_service_X,XX,3369544,50415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0721480033492589,0.03585342281191333,0.02720398064884148,0.017035761486054863,0.0,1.0,0.004907360011657782,2,2,0.6876315789088799,0.31236842109112006,0.01613357470328776,0.030848443648569875,0.009908977249847762,0.007599698936574076,0.035837538448356694,0.0031965488338671294,zero_day,True
1,tcp,other,SF,297,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.022037754229558247,0.12523146815450464,0.09242472914638986,0.016997269939241087,0.9986251007828141,0.001374899217185921,0.02388961762208336,1,3,0.9542183222370972,0.04578167776290276,7.472381203495732e-05,0.0033339751353948822,0.04570951965140401,0.021193869687729256,0.009088102816774092,0.00497220901187126,normal,False
0,udp,http,RSTR,292,310,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.005367001258345779,0.012033657057296672,0.04643946431192255,0.038644270492048556,0.9096036810461864,0.09039631895381361,0.004274597393911383,2,2,0.9946609872018577,0.005339012798142306,0.020057373158195755,0.007708611466457684,0.01003243709775482,0.0533747078316542,0.0005392376169159975,0.005520276158795369,normal,False
0,tcp,other,S0,55,111,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,14,1,0.007514421676394662,0.047857701621898036,0.009082015868415456,0.009705774547771993,0.9480634145871398,0.05193658541286017,0.0014742052715534324,2,1,0.9819951490550497,0.0180048509449503,0.03241737028229967,0.0006154950407523152,0.004007582110328893,0.0012662795370596842,0.025017660562208107,0.002607371420492966,r2l,False
